image,source_set
06_491_az_304.760_el_3.500.png,clear_horizon
06_555_az_130.450_el_11.900.png,clear_horizon
06_578_az_310.750_el_3.500.png,clear_horizon
06_619_az_136.450_el_11.900.png,clear_horizon
06_642_az_316.750_el_3.500.png,clear_horizon
06_700_az_142.450_el_11.900.png,clear_horizon
06_733_az_322.750_el_3.500.png,clear_horizon
06_795_az_148.430_el_11.900.png,clear_horizon
06_817_az_328.730_el_3.500.png,clear_horizon
06_902_az_334.740_el_3.500.png,clear_horizon
06_961_az_340.700_el_3.500.png,clear_horizon
07_046_az_346.710_el_3.500.png,clear_horizon
07_130_az_352.700_el_3.500.png,clear_horizon
07_204_az_358.690_el_3.500.png,clear_horizon
07_281_az_4.710_el_3.500.png,clear_horizon
07_373_az_10.680_el_3.500.png,clear_horizon
07_454_az_16.700_el_3.500.png,clear_horizon
07_532_az_22.680_el_3.500.png,clear_horizon
07_615_az_28.650_el_3.500.png,clear_horizon
07_696_az_34.660_el_3.500.png,clear_horizon
07_769_az_40.630_el_3.500.png,clear_horizon
07_856_az_46.650_el_3.500.png,clear_horizon
07_923_az_52.660_el_3.500.png,clear_horizon
07_997_az_58.640_el_3.500.png,clear_horizon
08_093_az_64.670_el_3.500.png,clear_horizon
08_181_az_70.650_el_3.500.png,clear_horizon
08_246_az_76.680_el_3.500.png,clear_horizon
08_334_az_82.670_el_3.500.png,clear_horizon
08_416_az_88.660_el_3.500.png,clear_horizon
08_495_az_94.670_el_3.500.png,clear_horizon
08_562_az_100.640_el_3.500.png,clear_horizon
08_633_az_106.700_el_3.500.png,clear_horizon
08_728_az_112.690_el_3.500.png,clear_horizon
08_818_az_118.690_el_3.500.png,clear_horizon
08_907_az_124.710_el_3.500.png,clear_horizon
08_962_az_130.680_el_3.500.png,clear_horizon
09_055_az_136.710_el_3.500.png,clear_horizon
09_137_az_142.710_el_3.500.png,clear_horizon
09_215_az_148.710_el_3.500.png,clear_horizon
09_299_az_154.710_el_3.500.png,clear_horizon
09_347_az_63.010_el_3.500.png,clear_horizon
09_375_az_160.710_el_3.500.png,clear_horizon
09_434_az_69.010_el_3.500.png,clear_horizon
09_454_az_166.740_el_3.500.png,clear_horizon
09_512_az_75.010_el_3.500.png,clear_horizon
09_533_az_172.740_el_3.500.png,clear_horizon
09_580_az_81.000_el_3.500.png,clear_horizon
09_600_az_178.720_el_3.500.png,clear_horizon
09_671_az_87.040_el_3.500.png,clear_horizon
09_689_az_184.740_el_3.500.png,clear_horizon
09_740_az_93.030_el_3.500.png,clear_horizon
09_820_az_99.030_el_3.500.png,clear_horizon
09_855_az_196.740_el_3.500.png,clear_horizon
09_913_az_105.060_el_3.500.png,clear_horizon
09_935_az_202.740_el_3.500.png,clear_horizon
09_994_az_111.030_el_3.500.png,clear_horizon
10_003_az_208.720_el_3.500.png,clear_horizon
10_075_az_117.070_el_3.500.png,clear_horizon
10_081_az_214.750_el_3.500.png,clear_horizon
10_154_az_123.070_el_3.500.png,clear_horizon
10_177_az_220.730_el_3.500.png,clear_horizon
10_212_az_129.050_el_3.500.png,clear_horizon
10_257_az_226.730_el_3.500.png,clear_horizon
10_304_az_135.080_el_3.500.png,clear_horizon
10_313_az_232.740_el_3.500.png,clear_horizon
10_384_az_141.070_el_3.500.png,clear_horizon
10_398_az_238.720_el_3.500.png,clear_horizon
10_474_az_147.080_el_3.500.png,clear_horizon
10_487_az_244.740_el_3.500.png,clear_horizon
10_558_az_153.100_el_3.500.png,clear_horizon
10_577_az_250.720_el_3.500.png,clear_horizon
10_640_az_159.090_el_3.500.png,clear_horizon
10_657_az_256.740_el_3.500.png,clear_horizon
10_718_az_165.100_el_3.500.png,clear_horizon
10_731_az_262.720_el_3.500.png,clear_horizon
10_795_az_171.090_el_3.500.png,clear_horizon
10_814_az_268.700_el_3.500.png,clear_horizon
10_866_az_94.440_el_11.900.png,clear_horizon
10_889_az_274.740_el_3.500.png,clear_horizon
10_900_az_177.110_el_3.500.png,clear_horizon
10_955_az_100.380_el_11.900.png,clear_horizon
10_960_az_183.100_el_3.500.png,clear_horizon
10_978_az_280.680_el_3.500.png,clear_horizon
11_036_az_106.390_el_11.900.png,clear_horizon
11_050_az_189.090_el_3.500.png,clear_horizon
11_058_az_286.690_el_3.500.png,clear_horizon
11_120_az_112.410_el_11.900.png,clear_horizon
11_129_az_195.140_el_3.500.png,clear_horizon
11_143_az_292.710_el_3.500.png,clear_horizon
11_193_az_118.380_el_11.900.png,clear_horizon
11_206_az_298.680_el_3.500.png,clear_horizon
11_215_az_201.110_el_3.500.png,clear_horizon
11_266_az_124.420_el_11.900.png,clear_horizon
11_275_az_207.110_el_3.500.png,clear_horizon
11_344_az_213.130_el_3.500.png,clear_horizon
11_433_az_219.110_el_3.500.png,clear_horizon
11_502_az_225.150_el_3.500.png,clear_horizon
11_515_az_142.410_el_11.900.png,clear_horizon
11_584_az_231.120_el_3.500.png,clear_horizon
11_595_az_148.390_el_11.900.png,clear_horizon
11_665_az_237.120_el_3.500.png,clear_horizon
11_744_az_243.120_el_3.500.png,clear_horizon
11_924_az_255.120_el_3.500.png,clear_horizon
12_017_az_261.110_el_3.500.png,clear_horizon
12_095_az_267.120_el_3.500.png,clear_horizon
12_160_az_273.110_el_3.500.png,clear_horizon
12_241_az_279.100_el_3.500.png,clear_horizon
12_323_az_285.130_el_3.500.png,clear_horizon
12_395_az_291.100_el_3.500.png,clear_horizon
12_411_az_28.610_el_3.500.png,clear_horizon
12_478_az_297.100_el_3.500.png,clear_horizon
12_503_az_34.610_el_3.500.png,clear_horizon
12_527_az_303.100_el_3.500.png,clear_horizon
12_570_az_40.590_el_3.500.png,clear_horizon
12_649_az_309.080_el_3.500.png,clear_horizon
12_658_az_46.610_el_3.500.png,clear_horizon
12_719_az_52.610_el_3.500.png,clear_horizon
12_721_az_315.110_el_3.500.png,clear_horizon
12_808_az_58.610_el_3.500.png,clear_horizon
12_816_az_321.090_el_3.500.png,clear_horizon
12_876_az_327.080_el_3.500.png,clear_horizon
12_892_az_64.610_el_3.500.png,clear_horizon
12_922_az_333.100_el_3.500.png,clear_horizon
12_968_az_70.600_el_3.500.png,clear_horizon
13_039_az_339.080_el_3.500.png,clear_horizon
13_053_az_76.630_el_3.500.png,clear_horizon
13_104_az_345.090_el_3.500.png,clear_horizon
13_131_az_82.630_el_3.500.png,clear_horizon
13_196_az_351.070_el_3.500.png,clear_horizon
13_214_az_88.620_el_3.500.png,clear_horizon
13_276_az_357.080_el_3.500.png,clear_horizon
13_309_az_94.640_el_3.500.png,clear_horizon
13_356_az_3.050_el_3.500.png,clear_horizon
13_368_az_100.610_el_3.500.png,clear_horizon
13_426_az_9.020_el_3.500.png,clear_horizon
13_459_az_106.660_el_3.500.png,clear_horizon
13_507_az_15.060_el_3.500.png,clear_horizon
13_530_az_112.650_el_3.500.png,clear_horizon
13_566_az_21.010_el_3.500.png,clear_horizon
13_615_az_118.650_el_3.500.png,clear_horizon
13_668_az_27.010_el_3.500.png,clear_horizon
13_690_az_124.660_el_3.500.png,clear_horizon
13_747_az_130.640_el_3.500.png,clear_horizon
13_764_az_33.040_el_3.500.png,clear_horizon
13_843_az_39.010_el_3.500.png,clear_horizon
13_862_az_136.680_el_3.500.png,clear_horizon
13_927_az_45.020_el_3.500.png,clear_horizon
13_942_az_142.670_el_3.500.png,clear_horizon
13_999_az_148.670_el_3.500.png,clear_horizon
14_021_az_51.010_el_3.500.png,clear_horizon
14_083_az_57.010_el_3.500.png,clear_horizon
14_091_az_154.690_el_3.500.png,clear_horizon
14_165_az_63.020_el_3.500.png,clear_horizon
14_173_az_160.660_el_3.500.png,clear_horizon
14_240_az_69.020_el_3.500.png,clear_horizon
14_330_az_172.680_el_3.500.png,clear_horizon
14_331_az_75.040_el_3.500.png,clear_horizon
14_413_az_81.030_el_3.500.png,clear_horizon
14_423_az_178.680_el_3.500.png,clear_horizon
14_480_az_184.690_el_3.500.png,clear_horizon
14_495_az_87.050_el_3.500.png,clear_horizon
14_566_az_93.040_el_3.500.png,clear_horizon
14_580_az_190.670_el_3.500.png,clear_horizon
14_652_az_196.690_el_3.500.png,clear_horizon
14_653_az_99.040_el_3.500.png,clear_horizon
14_724_az_202.700_el_3.500.png,clear_horizon
14_731_az_105.070_el_3.500.png,clear_horizon
14_795_az_111.030_el_3.500.png,clear_horizon
14_821_az_208.670_el_3.500.png,clear_horizon
14_892_az_214.690_el_3.500.png,clear_horizon
14_899_az_117.080_el_3.500.png,clear_horizon
14_971_az_220.690_el_3.500.png,clear_horizon
14_972_az_123.090_el_3.500.png,clear_horizon
15_042_az_129.060_el_3.500.png,clear_horizon
15_054_az_226.690_el_3.500.png,clear_horizon
15_098_az_135.080_el_3.500.png,clear_horizon
15_142_az_232.690_el_3.500.png,clear_horizon
15_200_az_141.070_el_3.500.png,clear_horizon
15_215_az_238.680_el_3.500.png,clear_horizon
15_253_az_147.090_el_3.500.png,clear_horizon
15_301_az_244.680_el_3.500.png,clear_horizon
15_359_az_153.100_el_3.500.png,clear_horizon
15_373_az_250.660_el_3.500.png,clear_horizon
15_429_az_159.080_el_3.500.png,clear_horizon
15_463_az_256.670_el_3.500.png,clear_horizon
15_509_az_165.090_el_3.500.png,clear_horizon
15_532_az_262.670_el_3.500.png,clear_horizon
15_609_az_171.080_el_3.500.png,clear_horizon
15_624_az_268.650_el_3.500.png,clear_horizon
15_668_az_94.390_el_11.900.png,clear_horizon
15_669_az_177.110_el_3.500.png,clear_horizon
15_691_az_274.690_el_3.500.png,clear_horizon
15_750_az_100.350_el_11.900.png,clear_horizon
15_764_az_183.110_el_3.500.png,clear_horizon
15_772_az_280.650_el_3.500.png,clear_horizon
15_846_az_106.360_el_11.900.png,clear_horizon
15_857_az_189.100_el_3.500.png,clear_horizon
15_873_az_286.660_el_3.500.png,clear_horizon
15_909_az_112.370_el_11.900.png,clear_horizon
15_933_az_292.670_el_3.500.png,clear_horizon
15_938_az_195.130_el_3.500.png,clear_horizon
15_995_az_118.340_el_11.900.png,clear_horizon
16_018_az_201.090_el_3.500.png,clear_horizon
16_018_az_298.640_el_3.500.png,clear_horizon
16_070_az_124.370_el_11.900.png,clear_horizon
16_076_az_207.120_el_3.500.png,clear_horizon
16_093_az_304.670_el_3.500.png,clear_horizon
16_149_az_310.650_el_3.500.png,clear_horizon
16_161_az_213.130_el_3.500.png,clear_horizon
16_245_az_219.100_el_3.500.png,clear_horizon
16_257_az_316.670_el_3.500.png,clear_horizon
16_323_az_142.370_el_11.900.png,clear_horizon
16_329_az_225.130_el_3.500.png,clear_horizon
16_345_az_322.670_el_3.500.png,clear_horizon
16_398_az_148.330_el_11.900.png,clear_horizon
16_420_az_328.630_el_3.500.png,clear_horizon
16_422_az_231.120_el_3.500.png,clear_horizon
16_486_az_237.110_el_3.500.png,clear_horizon
16_500_az_334.620_el_3.500.png,clear_horizon
16_574_az_340.610_el_3.500.png,clear_horizon
16_578_az_243.110_el_3.500.png,clear_horizon
16_665_az_346.630_el_3.500.png,clear_horizon
16_716_az_255.140_el_3.500.png,clear_horizon
16_722_az_352.620_el_3.500.png,clear_horizon
16_813_az_261.120_el_3.500.png,clear_horizon
16_819_az_358.590_el_3.500.png,clear_horizon
16_865_az_267.130_el_3.500.png,clear_horizon
16_891_az_4.610_el_3.500.png,clear_horizon
16_954_az_273.120_el_3.500.png,clear_horizon
16_983_az_10.570_el_3.500.png,clear_horizon
17_047_az_279.090_el_3.500.png,clear_horizon
17_064_az_16.600_el_3.500.png,clear_horizon
17_127_az_285.140_el_3.500.png,clear_horizon
17_148_az_22.600_el_3.500.png,clear_horizon
17_200_az_291.110_el_3.500.png,clear_horizon
17_222_az_28.570_el_3.500.png,clear_horizon
17_304_az_34.580_el_3.500.png,clear_horizon
17_353_az_303.120_el_3.500.png,clear_horizon
17_428_az_309.100_el_3.500.png,clear_horizon
17_512_az_315.130_el_3.500.png,clear_horizon
17_590_az_321.100_el_3.500.png,clear_horizon
17_668_az_327.090_el_3.500.png,clear_horizon
17_777_az_333.090_el_3.500.png,clear_horizon
17_842_az_339.080_el_3.500.png,clear_horizon
17_906_az_345.090_el_3.500.png,clear_horizon
18_009_az_351.040_el_3.500.png,clear_horizon
18_091_az_357.070_el_3.500.png,clear_horizon
18_153_az_100.580_el_3.500.png,clear_horizon
18_165_az_3.050_el_3.500.png,clear_horizon
18_253_az_9.040_el_3.500.png,clear_horizon
18_262_az_106.630_el_3.500.png,clear_horizon
18_324_az_15.070_el_3.500.png,clear_horizon
18_349_az_112.610_el_3.500.png,clear_horizon
18_398_az_21.010_el_3.500.png,clear_horizon
18_419_az_118.610_el_3.500.png,clear_horizon
18_484_az_27.030_el_3.500.png,clear_horizon
18_504_az_124.610_el_3.500.png,clear_horizon
18_561_az_33.030_el_3.500.png,clear_horizon
18_576_az_130.590_el_3.500.png,clear_horizon
18_651_az_38.990_el_3.500.png,clear_horizon
18_674_az_136.630_el_3.500.png,clear_horizon
18_714_az_45.030_el_3.500.png,clear_horizon
18_744_az_142.630_el_3.500.png,clear_horizon
18_814_az_148.630_el_3.500.png,clear_horizon
18_818_az_51.010_el_3.500.png,clear_horizon
18_883_az_57.010_el_3.500.png,clear_horizon
18_903_az_154.630_el_3.500.png,clear_horizon
18_952_az_63.020_el_3.500.png,clear_horizon
18_985_az_160.610_el_3.500.png,clear_horizon
19_046_az_69.020_el_3.500.png,clear_horizon
19_066_az_166.650_el_3.500.png,clear_horizon
19_109_az_75.020_el_3.500.png,clear_horizon
19_143_az_172.640_el_3.500.png,clear_horizon
19_211_az_81.010_el_3.500.png,clear_horizon
19_225_az_178.630_el_3.500.png,clear_horizon
19_281_az_87.070_el_3.500.png,clear_horizon
19_305_az_184.650_el_3.500.png,clear_horizon
19_364_az_93.050_el_3.500.png,clear_horizon
19_384_az_190.620_el_3.500.png,clear_horizon
19_449_az_99.040_el_3.500.png,clear_horizon
19_466_az_196.640_el_3.500.png,clear_horizon
19_509_az_105.070_el_3.500.png,clear_horizon
19_536_az_202.640_el_3.500.png,clear_horizon
19_602_az_111.040_el_3.500.png,clear_horizon
19_624_az_208.620_el_3.500.png,clear_horizon
19_695_az_117.080_el_3.500.png,clear_horizon
19_699_az_214.650_el_3.500.png,clear_horizon
19_760_az_123.090_el_3.500.png,clear_horizon
19_838_az_129.060_el_3.500.png,clear_horizon
19_914_az_135.100_el_3.500.png,clear_horizon
19_992_az_141.090_el_3.500.png,clear_horizon
20_086_az_147.100_el_3.500.png,clear_horizon
20_162_az_153.100_el_3.500.png,clear_horizon
20_234_az_159.090_el_3.500.png,clear_horizon
20_321_az_165.100_el_3.500.png,clear_horizon
20_395_az_171.090_el_3.500.png,clear_horizon
20_484_az_94.340_el_11.900.png,clear_horizon
20_485_az_177.120_el_3.500.png,clear_horizon
20_560_az_183.110_el_3.500.png,clear_horizon
20_565_az_100.300_el_11.900.png,clear_horizon
20_643_az_189.100_el_3.500.png,clear_horizon
20_645_az_106.310_el_11.900.png,clear_horizon
20_713_az_112.310_el_11.900.png,clear_horizon
20_724_az_195.130_el_3.500.png,clear_horizon
20_795_az_201.090_el_3.500.png,clear_horizon
20_798_az_118.290_el_11.900.png,clear_horizon
20_872_az_207.110_el_3.500.png,clear_horizon
20_885_az_124.300_el_11.900.png,clear_horizon
20_962_az_213.120_el_3.500.png,clear_horizon
21_045_az_219.100_el_3.500.png,clear_horizon
21_113_az_225.140_el_3.500.png,clear_horizon
21_119_az_142.300_el_11.900.png,clear_horizon
21_199_az_148.280_el_11.900.png,clear_horizon
21_202_az_231.120_el_3.500.png,clear_horizon
21_280_az_237.120_el_3.500.png,clear_horizon
21_349_az_243.120_el_3.500.png,clear_horizon
21_513_az_255.140_el_3.500.png,clear_horizon
21_597_az_261.120_el_3.500.png,clear_horizon
21_682_az_267.130_el_3.500.png,clear_horizon
21_762_az_273.110_el_3.500.png,clear_horizon
21_833_az_279.100_el_3.500.png,clear_horizon
21_926_az_285.140_el_3.500.png,clear_horizon
22_006_az_291.100_el_3.500.png,clear_horizon
22_167_az_303.120_el_3.500.png,clear_horizon
22_243_az_309.080_el_3.500.png,clear_horizon
22_315_az_315.110_el_3.500.png,clear_horizon
22_405_az_321.090_el_3.500.png,clear_horizon
22_483_az_327.080_el_3.500.png,clear_horizon
22_555_az_333.100_el_3.500.png,clear_horizon
22_624_az_339.070_el_3.500.png,clear_horizon
22_713_az_345.080_el_3.500.png,clear_horizon
22_802_az_351.040_el_3.500.png,clear_horizon
22_873_az_357.060_el_3.500.png,clear_horizon
22_950_az_3.050_el_3.500.png,clear_horizon
23_025_az_9.030_el_3.500.png,clear_horizon
23_111_az_15.080_el_3.500.png,clear_horizon
23_194_az_21.040_el_3.500.png,clear_horizon
23_287_az_27.060_el_3.500.png,clear_horizon
23_366_az_33.070_el_3.500.png,clear_horizon
23_445_az_39.020_el_3.500.png,clear_horizon
23_515_az_45.050_el_3.500.png,clear_horizon
23_602_az_51.040_el_3.500.png,clear_horizon
23_675_az_57.050_el_3.500.png,clear_horizon
23_763_az_63.060_el_3.500.png,clear_horizon
23_839_az_69.030_el_3.500.png,clear_horizon
23_927_az_75.020_el_3.500.png,clear_horizon
24_003_az_81.010_el_3.500.png,clear_horizon
24_086_az_87.040_el_3.500.png,clear_horizon
24_156_az_93.030_el_3.500.png,clear_horizon
24_235_az_99.030_el_3.500.png,clear_horizon
24_316_az_105.060_el_3.500.png,clear_horizon
24_407_az_111.030_el_3.500.png,clear_horizon
24_483_az_117.070_el_3.500.png,clear_horizon
24_569_az_123.080_el_3.500.png,clear_horizon
24_632_az_129.060_el_3.500.png,clear_horizon
24_730_az_135.100_el_3.500.png,clear_horizon
24_805_az_141.090_el_3.500.png,clear_horizon
24_872_az_147.100_el_3.500.png,clear_horizon
24_932_az_153.110_el_3.500.png,clear_horizon
25_051_az_159.100_el_3.500.png,clear_horizon
25_118_az_165.110_el_3.500.png,clear_horizon
25_204_az_171.090_el_3.500.png,clear_horizon
25_284_az_177.120_el_3.500.png,clear_horizon
25_358_az_183.110_el_3.500.png,clear_horizon
25_371_az_100.260_el_11.900.png,clear_horizon
25_434_az_189.100_el_3.500.png,clear_horizon
25_440_az_106.260_el_11.900.png,clear_horizon
25_528_az_195.140_el_3.500.png,clear_horizon
25_529_az_112.270_el_11.900.png,clear_horizon
25_607_az_201.100_el_3.500.png,clear_horizon
25_620_az_118.240_el_11.900.png,clear_horizon
25_677_az_207.110_el_3.500.png,clear_horizon
25_713_az_124.250_el_11.900.png,clear_horizon
25_772_az_213.140_el_3.500.png,clear_horizon
25_836_az_219.100_el_3.500.png,clear_horizon
25_923_az_225.140_el_3.500.png,clear_horizon
26_014_az_231.120_el_3.500.png,clear_horizon
26_076_az_237.130_el_3.500.png,clear_horizon
26_164_az_243.140_el_3.500.png,clear_horizon
26_318_az_255.150_el_3.500.png,clear_horizon
26_410_az_261.130_el_3.500.png,clear_horizon
26_474_az_267.140_el_3.500.png,clear_horizon
26_556_az_273.130_el_3.500.png,clear_horizon
26_648_az_279.110_el_3.500.png,clear_horizon
26_737_az_285.150_el_3.500.png,clear_horizon
26_807_az_291.120_el_3.500.png,clear_horizon
45_787_az_88.560_el_11.900.png,clear_horizon
45_894_az_94.520_el_11.900.png,clear_horizon
45_938_az_100.530_el_11.900.png,clear_horizon
46_018_az_106.540_el_11.900.png,clear_horizon
46_124_az_112.510_el_11.900.png,clear_horizon
46_188_az_118.520_el_11.900.png,clear_horizon
46_258_az_124.510_el_11.900.png,clear_horizon
46_351_az_130.520_el_11.900.png,clear_horizon
46_427_az_136.510_el_11.900.png,clear_horizon
47_455_az_41.010_el_3.500.png,clear_horizon
47_532_az_47.010_el_3.500.png,clear_horizon
47_614_az_53.000_el_3.500.png,clear_horizon
47_683_az_59.010_el_3.500.png,clear_horizon
47_764_az_64.990_el_3.500.png,clear_horizon
47_846_az_71.030_el_3.500.png,clear_horizon
47_925_az_77.010_el_3.500.png,clear_horizon
48_015_az_83.010_el_3.500.png,clear_horizon
48_087_az_89.020_el_3.500.png,clear_horizon
48_181_az_95.010_el_3.500.png,clear_horizon
48_248_az_101.040_el_3.500.png,clear_horizon
48_326_az_107.030_el_3.500.png,clear_horizon
48_415_az_113.040_el_3.500.png,clear_horizon
48_498_az_119.050_el_3.500.png,clear_horizon
48_555_az_125.030_el_3.500.png,clear_horizon
48_660_az_131.070_el_3.500.png,clear_horizon
48_734_az_137.070_el_3.500.png,clear_horizon
48_805_az_143.070_el_3.500.png,clear_horizon
49_112_az_167.100_el_3.500.png,clear_horizon
49_214_az_173.080_el_3.500.png,clear_horizon
49_294_az_179.110_el_3.500.png,clear_horizon
49_368_az_185.080_el_3.500.png,clear_horizon
49_465_az_191.100_el_3.500.png,clear_horizon
49_536_az_197.110_el_3.500.png,clear_horizon
49_618_az_203.090_el_3.500.png,clear_horizon
50_477_az_88.820_el_11.900.png,clear_horizon
50_557_az_94.790_el_11.900.png,clear_horizon
50_656_az_100.800_el_11.900.png,clear_horizon
50_714_az_106.810_el_11.900.png,clear_horizon
50_794_az_112.780_el_11.900.png,clear_horizon
50_877_az_118.800_el_11.900.png,clear_horizon
50_960_az_124.780_el_11.900.png,clear_horizon
51_034_az_130.790_el_11.900.png,clear_horizon
51_104_az_136.780_el_11.900.png,clear_horizon
51_193_az_142.770_el_11.900.png,clear_horizon
51_224_az_136.460_el_11.900.png,clear_horizon
51_302_az_142.450_el_11.900.png,clear_horizon
55_272_az_88.830_el_11.900.png,clear_horizon
55_356_az_94.780_el_11.900.png,clear_horizon
55_426_az_100.790_el_11.900.png,clear_horizon
55_438_az_98.840_el_11.900.png,clear_horizon
55_489_az_94.420_el_11.900.png,clear_horizon
55_508_az_106.800_el_11.900.png,clear_horizon
55_527_az_104.890_el_11.900.png,clear_horizon
55_550_az_100.440_el_11.900.png,clear_horizon
55_598_az_112.760_el_11.900.png,clear_horizon
55_608_az_110.860_el_11.900.png,clear_horizon
55_639_az_106.440_el_11.900.png,clear_horizon
55_689_az_116.850_el_11.900.png,clear_horizon
55_706_az_118.790_el_11.900.png,clear_horizon
55_721_az_112.410_el_11.900.png,clear_horizon
55_748_az_124.780_el_11.900.png,clear_horizon
55_762_az_122.860_el_11.900.png,clear_horizon
55_790_az_118.430_el_11.900.png,clear_horizon
55_828_az_130.780_el_11.900.png,clear_horizon
55_871_az_124.420_el_11.900.png,clear_horizon
55_909_az_136.790_el_11.900.png,clear_horizon
55_960_az_130.430_el_11.900.png,clear_horizon
55_987_az_142.780_el_11.900.png,clear_horizon
55_998_az_140.830_el_11.900.png,clear_horizon
56_032_az_136.430_el_11.900.png,clear_horizon
56_120_az_142.410_el_11.900.png,clear_horizon
00_008_az_88.920_el_28.400.png,clear_sky
00_016_az_351.500_el_20.500.png,clear_sky
00_027_az_234.950_el_11.900.png,clear_sky
00_059_az_94.930_el_28.400.png,clear_sky
00_068_az_4.530_el_11.900.png,clear_sky
00_082_az_273.230_el_20.500.png,clear_sky
00_105_az_357.540_el_20.500.png,clear_sky
00_114_az_240.940_el_11.900.png,clear_sky
00_137_az_100.910_el_28.400.png,clear_sky
00_147_az_10.510_el_11.900.png,clear_sky
00_164_az_279.210_el_20.500.png,clear_sky
00_176_az_3.490_el_20.500.png,clear_sky
